idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
102,2023-03-04 12:43:12.000000,2023-03-04 12:43:12.000000,3.3,4.0,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.5,1,3,1,1,4,2,4,1,15,향미에 가치를 두는 타입,4.2,102
103,2023-03-04 13:26:24.000000,2023-03-04 13:26:24.000000,1.5,2.5,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,5.8,1,2,1,5,3,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,103
104,2023-03-04 14:09:36.000000,2023-03-04 14:09:36.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,2,2,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,104
105,2023-03-04 14:52:48.000000,2023-03-04 14:52:48.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,1,4,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,105
106,2023-03-04 15:36:00.000000,2023-03-04 15:36:00.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,106
107,2023-03-04 16:19:12.000000,2023-03-04 16:19:12.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,1,3,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,107
108,2023-03-04 17:02:24.000000,2023-03-04 17:02:24.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,2,4,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,108
109,2023-03-04 17:45:36.000000,2023-03-04 17:45:36.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,2,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,109
110,2023-03-04 18:28:48.000000,2023-03-04 18:28:48.000000,2.6,3.5,6.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 허니",N,7.4,1,2,2,1,1,2,5,5,15,향미에 가치를 두는 타입,5.6,110
111,2023-03-04 19:12:00.000000,2023-03-04 19:12:00.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,3,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,111
112,2023-03-04 19:55:12.000000,2023-03-04 19:55:12.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,112
113,2023-03-04 20:38:24.000000,2023-03-04 20:38:24.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,1,2,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,113
114,2023-03-04 21:21:36.000000,2023-03-04 21:21:36.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,2,3,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,114
115,2023-03-04 22:04:48.000000,2023-03-04 22:04:48.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,2,2,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,115
116,2023-03-04 22:48:00.000000,2023-03-04 22:48:00.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,1,4,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,116
117,2023-03-04 23:31:12.000000,2023-03-04 23:31:12.000000,4.4,3.1,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.1,1,4,1,3,3,2,4,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.5,117
118,2023-03-05 00:14:24.000000,2023-03-05 00:14:24.000000,2.9,3.8,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,7.6,2,3,1,1,3,3,4,4,15,향미에 가치를 두는 타입,3.6,118
119,2023-03-05 00:57:36.000000,2023-03-05 00:57:36.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,2,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,119
120,2023-03-05 01:40:48.000000,2023-03-05 01:40:48.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,1,2,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,120
121,2023-03-05 02:24:00.000000,2023-03-05 02:24:00.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,1,3,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,121
122,2023-03-05 03:07:12.000000,2023-03-05 03:07:12.000000,2.6,4.0,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.3,1,2,1,1,1,2,2,4,13,향미에 가치를 두는 타입,4.6,122
123,2023-03-05 03:50:24.000000,2023-03-05 03:50:24.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,1,3,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,123
124,2023-03-05 04:33:36.000000,2023-03-05 04:33:36.000000,2.8,4.7,8.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,5.1,2,3,2,5,1,2,5,1,51,풍부하고 진한 입감을 즐기는 타입,4.0,124
125,2023-03-05 05:16:48.000000,2023-03-05 05:16:48.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,1,2,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,125
126,2023-03-05 06:00:00.000000,2023-03-05 06:00:00.000000,2.9,6.1,5.6,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.1,2,5,4,4,1,2,2,1,45,강하고 쓴 맛을 선호하는 타입,4.4,126
127,2023-03-05 06:43:12.000000,2023-03-05 06:43:12.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,127
128,2023-03-05 07:26:24.000000,2023-03-05 07:26:24.000000,2.8,4.7,8.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,5.1,2,2,2,5,1,2,5,1,51,풍부하고 진한 입감을 즐기는 타입,4.0,128
129,2023-03-05 08:09:36.000000,2023-03-05 08:09:36.000000,2.6,3.5,6.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 허니",N,7.4,1,2,2,1,1,2,5,5,15,향미에 가치를 두는 타입,5.6,129
130,2023-03-05 08:52:48.000000,2023-03-05 08:52:48.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,1,4,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,130
131,2023-03-05 09:36:00.000000,2023-03-05 09:36:00.000000,3.8,6.1,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.6,1,3,1,4,4,2,4,3,41,강하고 쓴 맛을 선호하는 타입,4.6,131
132,2023-03-05 10:19:12.000000,2023-03-05 10:19:12.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,2,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,132
133,2023-03-05 11:02:24.000000,2023-03-05 11:02:24.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,3,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,133
134,2023-03-05 11:45:36.000000,2023-03-05 11:45:36.000000,2.8,6.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,6.4,1,3,1,4,1,2,2,3,41,강하고 쓴 맛을 선호하는 타입,4.7,134
135,2023-03-05 12:28:48.000000,2023-03-05 12:28:48.000000,2.8,4.2,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.1,2,2,1,1,4,2,5,3,13,향미에 가치를 두는 타입,5.3,135
136,2023-03-05 13:12:00.000000,2023-03-05 13:12:00.000000,3.9,3.6,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 시트러스",N,4.7,2,2,1,3,3,2,3,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,136
137,2023-03-05 13:55:12.000000,2023-03-05 13:55:12.000000,3.2,3.1,6.5,"견과류, 고소한, 중후한, 초코, 부드러운, 사과, 배, 허니",N,4.9,2,2,4,5,1,2,1,5,53,풍부하고 진한 입감을 즐기는 타입,5.6,137
138,2023-03-05 14:38:24.000000,2023-03-05 14:38:24.000000,2.6,4.0,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.3,1,3,1,1,1,2,2,4,13,향미에 가치를 두는 타입,4.6,138
139,2023-03-05 15:21:36.000000,2023-03-05 15:21:36.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,4,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,139
140,2023-03-05 16:04:48.000000,2023-03-05 16:04:48.000000,1.9,2.4,5.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 허니",N,5.0,1,2,1,5,3,2,1,5,35,달콤하고 즐거운 맛을 즐기는 타입,6.4,140
141,2023-03-05 16:48:00.000000,2023-03-05 16:48:00.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,2,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,141
142,2023-03-05 17:31:12.000000,2023-03-05 17:31:12.000000,5.7,3.6,5.1,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 허니",N,5.1,2,2,4,2,1,2,4,5,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,5.1,142
143,2023-03-05 18:14:24.000000,2023-03-05 18:14:24.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,1,3,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,143
144,2023-03-05 18:57:36.000000,2023-03-05 18:57:36.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,1,5,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,144
145,2023-03-05 19:40:48.000000,2023-03-05 19:40:48.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,1,4,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,145
146,2023-03-05 20:24:00.000000,2023-03-05 20:24:00.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,2,4,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,146
147,2023-03-05 21:07:12.000000,2023-03-05 21:07:12.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,1,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,147
148,2023-03-05 21:50:24.000000,2023-03-05 21:50:24.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,3,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,148
149,2023-03-05 22:33:36.000000,2023-03-05 22:33:36.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,3,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,149
150,2023-03-05 23:16:48.000000,2023-03-05 23:16:48.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,2,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,150
151,2023-03-06 00:00:00.000000,2023-03-06 00:00:00.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,1,2,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,151
152,2023-03-06 00:43:12.000000,2023-03-06 00:43:12.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,1,2,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,152
153,2023-03-06 01:26:24.000000,2023-03-06 01:26:24.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,1,2,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,153
154,2023-03-06 02:09:36.000000,2023-03-06 02:09:36.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,1,3,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,154
155,2023-03-06 02:52:48.000000,2023-03-06 02:52:48.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,2,3,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,155
156,2023-03-06 03:36:00.000000,2023-03-06 03:36:00.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,2,3,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,156
157,2023-03-06 04:19:12.000000,2023-03-06 04:19:12.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,2,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,157
158,2023-03-06 05:02:24.000000,2023-03-06 05:02:24.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,1,3,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,158
159,2023-03-06 05:45:36.000000,2023-03-06 05:45:36.000000,4.4,3.5,4.9,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,6.7,2,2,4,1,3,1,4,1,15,향미에 가치를 두는 타입,4.0,159
160,2023-03-06 06:28:48.000000,2023-03-06 06:28:48.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,2,2,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,160
161,2023-03-06 07:12:00.000000,2023-03-06 07:12:00.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,1,4,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,161
162,2023-03-06 07:55:12.000000,2023-03-06 07:55:12.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,1,2,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,162
163,2023-03-06 08:38:24.000000,2023-03-06 08:38:24.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,1,2,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,163
164,2023-03-06 09:21:36.000000,2023-03-06 09:21:36.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,1,2,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,164
165,2023-03-06 10:04:48.000000,2023-03-06 10:04:48.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,2,5,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,165
166,2023-03-06 10:48:00.000000,2023-03-06 10:48:00.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,2,2,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,166
167,2023-03-06 11:31:12.000000,2023-03-06 11:31:12.000000,4.2,7.1,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,6.0,2,3,2,4,1,2,4,3,41,강하고 쓴 맛을 선호하는 타입,3.8,167
168,2023-03-06 12:14:24.000000,2023-03-06 12:14:24.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,1,2,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,168
169,2023-03-06 12:57:36.000000,2023-03-06 12:57:36.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,1,5,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,169
170,2023-03-06 13:40:48.000000,2023-03-06 13:40:48.000000,1.9,2.4,5.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 허니",N,5.0,1,2,1,5,3,2,1,5,35,달콤하고 즐거운 맛을 즐기는 타입,6.4,170
171,2023-03-06 14:24:00.000000,2023-03-06 14:24:00.000000,2.4,4.9,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.7,2,2,1,3,1,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.0,171
172,2023-03-06 15:07:12.000000,2023-03-06 15:07:12.000000,3.3,4.0,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.5,1,2,1,1,4,2,4,1,15,향미에 가치를 두는 타입,4.2,172
173,2023-03-06 15:50:24.000000,2023-03-06 15:50:24.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,3,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,173
174,2023-03-06 16:33:36.000000,2023-03-06 16:33:36.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,2,2,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,174
175,2023-03-06 17:16:48.000000,2023-03-06 17:16:48.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,1,3,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,175
176,2023-03-06 18:00:00.000000,2023-03-06 18:00:00.000000,3.5,3.6,4.3,"과일, 초코, 균형있는, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.2,2,2,3,1,1,2,2,4,13,향미에 가치를 두는 타입,5.1,176
177,2023-03-06 18:43:12.000000,2023-03-06 18:43:12.000000,2.4,4.7,5.1,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,6.0,2,2,1,1,3,2,3,1,15,향미에 가치를 두는 타입,4.7,177
178,2023-03-06 19:26:24.000000,2023-03-06 19:26:24.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,178
179,2023-03-06 20:09:36.000000,2023-03-06 20:09:36.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,1,2,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,179
180,2023-03-06 20:52:48.000000,2023-03-06 20:52:48.000000,1.7,3.8,4.9,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.3,1,2,1,3,3,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,180
181,2023-03-06 21:36:00.000000,2023-03-06 21:36:00.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,1,2,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,181
182,2023-03-06 22:19:12.000000,2023-03-06 22:19:12.000000,3.6,5.3,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,1,2,1,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.5,182
183,2023-03-06 23:02:24.000000,2023-03-06 23:02:24.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,2,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,183
184,2023-03-06 23:45:36.000000,2023-03-06 23:45:36.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,2,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,184
185,2023-03-07 00:28:48.000000,2023-03-07 00:28:48.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,1,5,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,185
186,2023-03-07 01:12:00.000000,2023-03-07 01:12:00.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,186
187,2023-03-07 01:55:12.000000,2023-03-07 01:55:12.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,2,3,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,187
188,2023-03-07 02:38:24.000000,2023-03-07 02:38:24.000000,2.2,2.9,4.4,"견과류, 묵직한, 스모크, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.5,2,4,2,1,4,3,2,4,15,향미에 가치를 두는 타입,4.0,188
189,2023-03-07 03:21:36.000000,2023-03-07 03:21:36.000000,3.3,4.0,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.5,1,2,1,1,4,2,4,1,15,향미에 가치를 두는 타입,4.2,189
190,2023-03-07 04:04:48.000000,2023-03-07 04:04:48.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,1,3,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,190
191,2023-03-07 04:48:00.000000,2023-03-07 04:48:00.000000,3.6,6.4,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,5.8,2,2,1,4,1,1,5,1,45,강하고 쓴 맛을 선호하는 타입,3.6,191
192,2023-03-07 05:31:12.000000,2023-03-07 05:31:12.000000,1.7,3.8,4.9,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 우디",N,5.3,1,2,1,3,3,2,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,192
193,2023-03-07 06:14:24.000000,2023-03-07 06:14:24.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,1,2,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,193
194,2023-03-07 06:57:36.000000,2023-03-07 06:57:36.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,2,2,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,194
195,2023-03-07 07:40:48.000000,2023-03-07 07:40:48.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,1,3,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,195
196,2023-03-07 08:24:00.000000,2023-03-07 08:24:00.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,1,4,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,196
197,2023-03-07 09:07:12.000000,2023-03-07 09:07:12.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,1,2,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,197
